Crime Type,Date of Initial Criminal Activity,Date Charges Filed,Dollars Involved
Securities Fraud,3/7/09 20:38,5/25/13 21:11,6808920
Embezzlement,1/3/08 13:17,5/26/09 7:24,2333464
Ponzi Scheme,3/24/10 12:51,2/21/13 21:22,8031350
Embezzlement,7/9/12 6:28,7/17/13 7:24,7729528
Insider Trading,10/10/13 1:03,1/3/17 13:53,1294095
Ponzi Scheme,8/21/09 18:40,9/1/13 15:42,7096698
Embezzlement,3/26/07 19:01,8/7/08 9:39,9789089
Ponzi Scheme,11/17/10 12:09,1/26/14 3:41,3658286
Embezzlement,12/30/08 1:44,2/25/11 10:45,8481483
Embezzlement,2/9/08 3:30,10/20/12 11:49,6280081
Insider Trading,10/22/14 0:37,11/17/17 3:35,2804776
Insider Trading,10/26/13 6:24,3/15/14 16:27,9436754
Ponzi Scheme,10/27/08 20:10,5/8/11 0:12,7501302
Ponzi Scheme,4/11/12 19:43,6/25/13 4:41,1457083
Embezzlement,12/24/09 16:44,9/3/12 9:51,2226365
Securities Fraud,12/16/14 6:21,10/19/18 14:59,2453089
Securities Fraud,3/1/10 2:37,1/10/12 12:20,5450701
Insider Trading,10/15/09 7:36,8/26/11 10:01,602502
Securities Fraud,8/27/10 4:16,7/25/15 10:33,1140367
Insider Trading,7/31/07 23:01,5/14/09 5:09,3407445
Ponzi Scheme,2/3/14 8:34,4/17/18 8:35,9834135
Insider Trading,3/23/10 2:41,1/28/11 14:38,3162030
Ponzi Scheme,9/5/11 16:41,1/15/14 20:33,1761678
Ponzi Scheme,3/14/09 1:08,10/21/11 14:40,809849
Ponzi Scheme,11/29/10 19:25,5/2/11 3:33,4422231
Securities Fraud,7/1/08 17:48,5/29/09 9:13,3751303
Ponzi Scheme,12/8/12 5:40,6/17/15 11:04,1761839
Insider Trading,4/15/11 10:47,7/13/13 7:58,77795
Insider Trading,10/28/10 13:25,9/11/11 16:17,8569565
Securities Fraud,4/28/13 5:03,8/9/14 16:50,7296849
Securities Fraud,6/27/12 18:06,7/22/13 5:53,2083752
Insider Trading,11/10/06 15:13,3/12/07 22:43,3473452
Ponzi Scheme,12/8/08 8:54,2/15/13 6:47,8119358
Embezzlement,11/13/09 3:52,1/22/13 8:22,8860485
Insider Trading,6/26/09 0:26,5/14/13 3:18,8130443
Embezzlement,7/15/10 15:10,3/23/11 21:33,7002186
Ponzi Scheme,11/4/12 0:26,10/11/17 3:57,2893695
Embezzlement,6/14/09 14:17,3/20/10 6:18,9087708
Ponzi Scheme,11/28/11 1:47,12/16/16 7:04,4866167
Insider Trading,9/6/08 5:00,9/15/12 6:36,6770364
Insider Trading,10/12/13 16:21,11/8/15 20:44,6467525
Insider Trading,1/24/08 17:14,6/30/09 16:43,6928938
Ponzi Scheme,8/26/07 15:50,10/14/08 3:39,6560233
Insider Trading,12/9/11 19:40,8/1/16 19:44,7176131
Insider Trading,1/21/13 0:37,12/21/14 12:12,6020683
Ponzi Scheme,7/9/09 9:51,6/5/12 11:23,9150251
Insider Trading,12/4/13 21:49,4/23/16 22:34,4155504
Securities Fraud,4/7/10 8:41,1/16/12 22:31,3603314
Securities Fraud,4/20/08 4:39,11/6/09 3:55,9457891
Embezzlement,4/15/12 5:25,9/15/17 0:11,2868159
Securities Fraud,12/16/07 16:06,3/20/13 11:58,1518083
Embezzlement,10/9/07 19:11,12/20/09 22:18,6069211
Embezzlement,6/19/10 1:49,5/2/15 5:37,74136
Ponzi Scheme,8/11/10 8:29,8/10/12 7:07,7083969
Securities Fraud,5/18/08 4:12,7/17/10 22:41,5366754
Embezzlement,11/5/13 22:17,1/26/14 12:57,3113553
Embezzlement,6/6/10 5:56,6/18/11 15:52,8495125
Insider Trading,10/19/09 12:26,1/22/12 12:11,9027039
Embezzlement,8/11/09 14:29,11/9/10 20:30,7246293
Insider Trading,6/21/14 20:25,9/7/16 2:46,4583280
Embezzlement,10/12/07 20:30,12/24/08 7:29,6035778
Ponzi Scheme,10/23/13 9:43,10/13/18 3:43,1939699
Securities Fraud,12/29/10 3:34,2/9/15 0:25,5873123
Embezzlement,5/21/10 1:02,3/20/14 16:52,3365794
Insider Trading,2/2/08 1:30,12/10/08 19:11,9513037
Ponzi Scheme,11/17/10 23:11,7/27/12 13:50,9966113
Securities Fraud,8/3/14 0:50,10/20/19 21:34,3179518
Ponzi Scheme,5/16/08 18:03,5/28/13 3:20,7318988
Securities Fraud,2/2/08 5:11,6/19/13 19:52,8323271
Securities Fraud,6/11/11 9:13,6/2/14 21:56,4465664
Securities Fraud,1/18/09 3:53,11/11/09 19:15,5475740
Embezzlement,6/17/09 21:16,4/15/11 20:51,2667093
Securities Fraud,12/21/07 2:33,10/23/09 11:43,6129252
Securities Fraud,6/28/08 5:23,2/23/13 21:29,3871574
Embezzlement,1/7/13 19:07,8/30/14 14:24,7777031
Securities Fraud,10/29/06 1:59,10/20/09 10:26,5811513
Ponzi Scheme,2/1/07 15:52,8/11/11 17:02,9662622
Insider Trading,2/25/10 16:47,5/10/13 13:12,1966809
Securities Fraud,11/2/11 11:44,10/23/12 17:45,4474769
Embezzlement,11/24/13 12:48,7/11/15 0:52,7710372
Embezzlement,12/18/07 5:35,7/21/09 23:38,1718174
Ponzi Scheme,7/9/09 12:03,1/21/11 8:12,6118822
Embezzlement,1/30/10 16:03,11/21/11 21:25,7949876
Ponzi Scheme,10/25/08 10:21,1/10/13 17:01,8957832
Ponzi Scheme,3/1/09 9:24,2/13/14 6:56,7945753
Ponzi Scheme,8/20/10 11:12,11/2/15 21:34,5079905
Securities Fraud,7/15/10 19:24,3/24/11 4:58,3595716
Securities Fraud,4/10/09 12:53,3/18/13 1:13,3417433
Ponzi Scheme,12/2/10 1:11,1/16/15 11:56,7085363
Securities Fraud,5/3/14 9:33,4/21/18 17:06,9352479
Ponzi Scheme,8/30/10 11:04,7/30/11 5:05,6531974
Securities Fraud,6/5/11 5:56,1/29/13 4:38,9013797
Embezzlement,1/12/07 23:51,10/2/10 18:24,9609264
Securities Fraud,3/10/14 23:17,11/15/17 20:29,6306438
Insider Trading,3/30/13 5:15,10/28/15 4:44,6593231
Embezzlement,11/8/14 19:59,5/12/19 19:45,5807942
Ponzi Scheme,4/5/11 19:04,4/4/14 5:39,5851983
Securities Fraud,12/16/09 3:06,7/10/13 12:57,6026428
Embezzlement,9/23/14 5:30,12/16/17 4:01,7891892
Insider Trading,12/13/12 4:08,1/1/17 2:04,302589
Ponzi Scheme,12/2/12 0:20,10/29/13 10:43,1589592
Embezzlement,3/23/10 11:47,8/20/10 14:02,6031533
Insider Trading,12/9/09 7:19,1/24/13 10:12,3377190
Ponzi Scheme,10/6/10 9:14,9/26/15 5:19,2077985
Insider Trading,3/25/09 5:21,9/30/11 18:01,1223392
Embezzlement,7/27/10 0:56,10/22/13 6:26,6660702
Securities Fraud,9/29/14 6:40,8/10/17 0:20,8492982
Insider Trading,9/9/12 15:20,10/30/13 14:16,1376412
Insider Trading,12/3/11 5:40,4/1/12 14:30,646187
Embezzlement,11/26/06 17:41,4/22/11 19:05,4712927
Embezzlement,5/25/13 0:46,9/20/16 15:10,5284495
Ponzi Scheme,1/1/14 14:29,11/15/14 2:18,1388756
Securities Fraud,12/17/10 2:57,3/8/11 6:19,6358052
Embezzlement,10/25/13 3:07,10/17/16 7:38,3321296
Insider Trading,9/6/11 11:58,9/12/16 0:10,9888082
Embezzlement,4/17/13 4:20,4/24/15 4:06,8259035
Ponzi Scheme,2/15/07 6:09,2/20/12 19:04,5950677
Ponzi Scheme,3/28/12 12:28,8/25/12 15:45,2445385
Insider Trading,12/12/08 19:12,6/25/12 19:57,1778597
Ponzi Scheme,9/23/09 1:02,2/24/11 20:23,9224431
Ponzi Scheme,10/20/06 19:59,2/5/12 19:35,4154227
Securities Fraud,4/28/08 19:01,3/22/10 6:33,5184081
Insider Trading,7/30/12 18:45,9/11/12 2:17,1055225
Insider Trading,10/29/11 0:33,3/14/15 8:22,2426220
Insider Trading,9/29/10 6:56,5/16/14 13:04,1925881
Ponzi Scheme,9/12/13 1:50,4/22/15 11:33,6218482
Ponzi Scheme,8/11/07 17:49,2/18/09 22:15,3640850
Insider Trading,8/22/10 0:08,2/1/12 6:21,6569427
Ponzi Scheme,9/4/13 5:38,2/25/16 23:06,582848
Ponzi Scheme,6/25/12 16:41,9/18/12 1:07,3469566
Securities Fraud,9/29/08 5:36,7/1/11 9:35,7697585
Embezzlement,3/28/10 3:15,4/17/13 21:45,4442189
Embezzlement,11/7/14 7:50,5/10/17 21:19,5591930
Securities Fraud,11/21/12 19:43,2/14/15 14:38,3421185
Ponzi Scheme,4/22/08 19:16,10/18/08 5:21,8451176
Insider Trading,4/26/11 11:53,6/11/16 18:40,9089776
Embezzlement,8/27/07 0:21,1/10/12 18:00,4161763
Securities Fraud,6/3/09 22:46,4/12/11 17:16,3619477
Embezzlement,5/9/07 21:32,9/8/09 17:39,3198921
Securities Fraud,2/1/09 16:31,11/11/12 21:04,2870736
Ponzi Scheme,5/20/12 10:50,8/9/15 4:50,2228580
Ponzi Scheme,12/13/06 9:57,4/4/08 5:15,3493859
Securities Fraud,11/17/13 0:22,3/18/17 12:12,9800435
Insider Trading,8/30/10 22:52,5/21/11 16:55,9223274
Insider Trading,10/10/10 4:23,3/18/14 20:34,2182891
Ponzi Scheme,4/27/09 10:48,5/10/13 15:41,9900339
Embezzlement,2/9/13 23:14,9/1/15 22:23,7920655
Securities Fraud,11/3/09 6:56,9/29/12 16:25,371728
Embezzlement,11/28/06 14:04,9/11/10 2:36,741227
Ponzi Scheme,9/10/09 0:38,11/17/12 7:49,6512840
Insider Trading,3/28/13 4:53,4/1/18 6:40,2237946
Ponzi Scheme,6/1/09 16:04,10/31/13 23:28,3556063
Securities Fraud,5/1/09 7:50,4/25/10 2:18,8591243
Securities Fraud,7/4/12 1:39,8/22/14 20:03,8206306
Insider Trading,4/1/13 9:56,3/15/14 7:46,7285604
Embezzlement,12/2/13 3:42,3/5/16 21:36,7430447
Insider Trading,3/16/10 13:03,12/25/12 12:32,2737747
Ponzi Scheme,2/18/13 8:28,8/5/13 11:25,2710678
Embezzlement,3/14/07 2:24,7/2/11 0:37,8490481
Ponzi Scheme,3/29/09 10:27,5/30/13 17:42,9788491
Insider Trading,5/21/10 17:48,1/25/14 3:32,8144279
Embezzlement,3/16/12 15:32,9/1/16 3:20,2844865
Ponzi Scheme,9/28/09 3:06,8/28/10 14:36,7674030
Insider Trading,12/10/12 3:15,6/2/18 15:48,9872089
Ponzi Scheme,11/27/13 12:31,8/10/14 19:37,5888
Ponzi Scheme,11/20/11 3:03,5/25/13 9:28,6698971
Embezzlement,2/26/09 2:57,5/30/14 22:28,563161
Ponzi Scheme,7/27/14 8:46,5/29/16 15:58,6611344
Ponzi Scheme,1/17/14 14:48,1/1/15 4:19,4689338
Ponzi Scheme,10/18/12 21:19,3/15/15 18:23,2786753
Insider Trading,5/19/11 19:16,5/26/16 2:55,7462258
Embezzlement,5/27/11 23:39,9/23/12 18:04,4978370
Insider Trading,5/9/14 14:02,6/11/19 21:47,5611054
Embezzlement,9/27/09 19:11,11/5/12 21:07,9045771
Ponzi Scheme,9/20/14 2:36,10/8/17 1:55,1986542
Insider Trading,3/5/13 20:23,4/28/16 8:20,3934294
Embezzlement,7/27/07 8:16,8/3/12 23:57,337900
Securities Fraud,10/5/07 13:09,7/25/12 1:35,9707152
Securities Fraud,7/11/10 19:01,8/25/10 22:54,1092251
Embezzlement,7/17/11 22:15,1/10/14 9:19,6905423
Embezzlement,4/4/07 0:28,9/13/09 17:52,1449665
Insider Trading,8/2/11 13:30,12/22/13 8:27,3164914
Insider Trading,8/31/13 21:24,10/19/16 15:59,6780553
Embezzlement,8/6/11 3:33,4/27/15 19:36,9121987
Embezzlement,6/1/10 7:09,10/15/13 11:57,3314303
Embezzlement,12/8/10 19:29,1/13/15 8:42,3649017
Embezzlement,8/7/08 1:41,8/22/12 6:33,1620763
Insider Trading,6/2/14 20:50,10/3/14 12:55,4953487
Ponzi Scheme,5/9/12 7:35,7/23/14 14:11,5835437
Embezzlement,4/25/08 1:04,12/8/08 9:58,6366234
Securities Fraud,11/2/12 10:00,12/22/12 0:46,6764897
Ponzi Scheme,12/28/07 22:32,8/25/08 13:14,3030126
Ponzi Scheme,3/2/07 18:14,1/8/11 7:06,378368
Securities Fraud,11/20/06 15:13,9/9/11 6:16,9632187
Insider Trading,10/11/09 10:53,10/6/10 2:31,2578962
Ponzi Scheme,1/15/14 13:44,3/14/19 18:52,8674131
Insider Trading,6/6/10 11:45,10/27/15 23:19,4378596
Insider Trading,6/19/07 9:55,8/29/11 19:47,4813969
Ponzi Scheme,9/14/12 16:12,5/17/16 11:20,3467970
Insider Trading,2/14/07 1:02,6/20/09 17:29,1527100
Embezzlement,8/14/08 15:15,6/28/13 6:58,5285947
Insider Trading,12/29/13 11:16,4/8/17 2:45,9727279
Embezzlement,3/25/11 18:03,12/14/11 14:39,3098351
Securities Fraud,2/8/12 0:53,12/10/14 22:45,2283630
Embezzlement,8/21/14 2:58,7/1/15 10:58,1289008
Ponzi Scheme,10/19/07 9:47,4/12/09 2:45,6289598
Securities Fraud,4/26/10 18:59,8/18/10 20:55,5461193
Ponzi Scheme,8/18/14 21:14,7/13/15 6:18,3528158
Embezzlement,9/7/14 12:53,2/22/18 5:04,6709497
Securities Fraud,3/15/11 20:34,7/9/14 3:47,3073262
Embezzlement,2/22/10 1:31,2/19/14 23:34,747587
Insider Trading,4/20/08 15:37,10/27/10 14:04,4965763
Embezzlement,8/29/10 0:43,2/15/14 21:32,8696880
Ponzi Scheme,3/22/11 8:14,8/5/16 23:35,8293443
Ponzi Scheme,8/28/08 13:09,11/6/10 17:53,8406114
Embezzlement,7/9/14 16:14,9/11/16 6:43,8745712
Insider Trading,12/21/06 20:12,9/12/07 19:40,3916085
Securities Fraud,12/17/11 18:11,6/20/14 14:14,3032001
Insider Trading,10/8/08 15:52,9/27/10 18:25,5317615
Ponzi Scheme,12/3/12 13:12,6/16/15 0:10,3121537
Ponzi Scheme,6/14/13 3:46,7/2/13 18:12,4496189
Ponzi Scheme,1/3/08 11:21,3/6/12 13:23,8220894
Insider Trading,1/2/11 3:52,8/8/11 6:34,4990874
Embezzlement,11/11/12 17:54,10/22/14 13:05,6104312
Insider Trading,7/20/12 0:53,3/2/15 12:51,4806915
Insider Trading,8/10/10 19:59,8/15/10 21:14,2141722
Securities Fraud,10/12/09 10:08,2/13/14 3:44,5680403
Embezzlement,7/3/07 7:08,2/29/08 20:12,1815248
Securities Fraud,3/9/11 19:18,9/20/15 9:26,6955913
Ponzi Scheme,7/28/08 12:21,10/26/09 17:13,8374167
Insider Trading,9/22/11 8:24,12/27/16 2:54,6714193
Embezzlement,4/29/10 17:51,9/2/11 1:44,4639004
Ponzi Scheme,7/11/10 9:45,3/2/15 10:51,929887
Ponzi Scheme,1/3/11 14:15,3/7/16 21:34,2987726
Insider Trading,1/23/12 17:45,8/25/14 12:03,696571
Securities Fraud,2/4/09 19:32,3/29/14 22:34,6036143
Ponzi Scheme,3/3/11 12:33,5/18/14 13:07,405353
Securities Fraud,5/8/09 22:33,3/7/10 22:12,8080584
Embezzlement,5/9/10 10:46,6/16/13 17:03,2007120
Ponzi Scheme,10/14/08 5:24,10/14/11 19:22,7880160
Embezzlement,7/14/13 17:01,6/21/14 22:27,2025339
Securities Fraud,8/16/09 0:56,6/1/14 22:15,8053788
Ponzi Scheme,12/2/10 5:09,5/18/13 3:45,3809670
Insider Trading,7/24/11 15:28,8/1/11 13:18,2092178
Embezzlement,11/11/07 10:42,5/27/10 7:05,4168886
Insider Trading,11/1/14 20:27,1/5/18 6:07,5566619
Insider Trading,6/2/11 14:06,6/29/11 2:11,687465
Insider Trading,10/24/14 18:44,10/3/18 13:14,3605505
Securities Fraud,3/20/10 7:43,8/30/11 13:32,368410
Insider Trading,12/17/10 3:17,12/16/11 14:38,4918790
Insider Trading,12/3/08 0:04,10/5/13 0:40,7268018
Embezzlement,11/6/11 16:11,11/28/14 0:48,265639
Insider Trading,2/16/09 0:37,5/11/14 6:57,6702978
Ponzi Scheme,12/16/14 12:18,6/27/16 12:03,3442788
Embezzlement,10/12/09 0:57,12/20/09 4:48,9530630
Ponzi Scheme,4/7/14 1:04,3/31/17 7:07,4112227
Ponzi Scheme,5/16/09 19:26,7/7/12 11:44,4844810
Securities Fraud,10/25/11 13:09,10/15/16 22:04,1755064
Securities Fraud,4/14/10 22:28,5/28/12 12:05,7109301
Ponzi Scheme,10/21/06 20:38,7/16/07 23:40,7425881
Insider Trading,2/6/14 16:57,5/18/16 3:20,8966703
Ponzi Scheme,3/22/11 4:34,9/1/11 7:33,1442119
Securities Fraud,3/7/12 22:22,4/13/15 13:13,8505678
Insider Trading,4/5/11 22:08,8/30/11 0:21,5890759
Embezzlement,1/26/11 4:25,1/4/15 12:02,9878291
Securities Fraud,9/30/07 20:36,9/21/08 2:58,1940537
Ponzi Scheme,10/29/11 21:17,10/3/12 17:58,5032368
Insider Trading,12/17/08 9:30,11/17/13 10:12,346445
Ponzi Scheme,11/28/08 13:12,12/8/11 11:45,4506698
Embezzlement,10/14/07 9:59,6/26/11 3:08,2221777
Embezzlement,10/17/08 14:06,5/30/11 4:31,62906
Insider Trading,12/13/12 7:04,10/3/13 14:17,3391111
Insider Trading,8/17/13 7:56,11/4/15 17:08,7229273
Insider Trading,10/9/13 0:30,11/5/14 3:26,8463126
Insider Trading,7/25/13 2:50,10/12/13 19:49,1528387
Insider Trading,12/10/08 22:49,4/6/09 15:29,2120896
Insider Trading,6/12/10 21:20,2/4/15 8:20,3903596
Ponzi Scheme,3/9/09 18:51,7/19/13 15:01,1852053
Insider Trading,5/26/12 15:58,1/23/17 1:34,8134279
Insider Trading,10/21/13 1:16,8/17/15 20:18,7990383
Securities Fraud,3/30/11 8:45,4/15/16 17:51,3015891
Insider Trading,4/29/08 6:37,4/28/13 14:26,4714176
Insider Trading,7/24/09 20:07,9/13/10 12:42,8530953
Ponzi Scheme,8/27/10 10:18,10/17/13 14:27,2910583
Ponzi Scheme,10/1/11 7:59,9/4/12 4:02,8268217
Ponzi Scheme,3/28/07 1:24,4/30/07 11:01,1027707
Ponzi Scheme,8/10/11 1:44,6/19/14 12:05,7704527
Embezzlement,7/12/11 10:45,7/17/16 21:30,3563453
Embezzlement,12/12/07 11:08,9/20/08 17:27,9992330
Embezzlement,5/19/08 12:48,10/24/13 4:46,5796944
Insider Trading,4/18/09 5:31,3/6/14 18:22,4886065
Insider Trading,7/14/07 12:18,1/1/12 6:47,1470887
Insider Trading,1/30/11 11:21,6/28/13 12:08,6352874
Ponzi Scheme,1/13/13 0:48,3/5/18 20:54,6384771
Ponzi Scheme,12/12/13 20:21,4/7/17 6:26,6437605
Ponzi Scheme,4/14/11 13:20,9/29/13 0:57,5435825
Ponzi Scheme,6/16/12 23:39,1/3/15 6:30,523962
Insider Trading,3/14/08 8:25,3/14/11 14:30,5270255
Securities Fraud,2/11/11 8:07,12/22/11 14:15,2378938
Securities Fraud,6/4/14 18:24,6/14/15 9:03,8776346
Ponzi Scheme,9/21/07 8:01,2/11/09 5:43,9367032
Insider Trading,8/8/09 3:23,8/3/11 19:07,2804844
Securities Fraud,1/31/11 9:31,5/26/12 5:38,1604800
Securities Fraud,3/2/08 3:51,6/16/08 0:17,3558417
Ponzi Scheme,2/26/13 7:37,4/19/16 14:12,6895024
Ponzi Scheme,8/16/07 11:05,1/5/08 7:43,5031980
Ponzi Scheme,10/27/10 10:56,1/8/12 12:45,3807137
Securities Fraud,8/15/10 5:05,9/8/15 12:12,1673726
Ponzi Scheme,5/3/09 5:27,9/2/10 18:50,9354884
Embezzlement,3/26/11 14:35,2/10/16 3:10,4726250
Ponzi Scheme,7/5/10 3:27,5/23/15 6:36,7373125
Insider Trading,8/7/09 3:25,12/21/14 16:32,5746142
Embezzlement,11/29/06 19:53,11/8/08 6:03,9148623
Embezzlement,6/20/07 4:02,1/12/12 18:40,435459
Embezzlement,10/31/08 0:07,9/24/12 2:18,6186665
Insider Trading,11/14/13 22:05,10/26/17 7:04,8910685
Embezzlement,9/24/09 15:35,7/11/13 21:17,379973
Securities Fraud,2/18/07 18:17,8/7/12 7:08,9670241
Insider Trading,2/28/09 18:13,2/28/12 12:04,674340
Securities Fraud,8/30/09 9:01,8/8/14 11:29,6626192
Ponzi Scheme,7/3/14 0:12,6/18/19 13:53,7523617
Ponzi Scheme,6/10/12 13:35,3/14/13 14:57,8305023
Insider Trading,8/1/07 7:17,8/12/07 2:05,7771215
Ponzi Scheme,3/3/12 1:01,2/24/14 15:16,9058466
Ponzi Scheme,4/22/13 19:32,7/15/17 13:52,8439577
Insider Trading,10/16/09 0:05,11/4/10 8:47,5560916
Securities Fraud,2/14/13 2:22,2/15/18 21:34,9905336
Insider Trading,2/2/11 20:58,10/18/12 1:23,375567
Insider Trading,6/28/07 23:30,10/8/11 15:20,4996417
Securities Fraud,4/16/07 4:53,3/7/10 11:31,7700744
Securities Fraud,4/4/08 22:13,11/23/09 22:22,3218470
Embezzlement,7/29/10 5:02,10/29/14 23:03,1748741
Ponzi Scheme,8/6/14 11:02,1/7/15 0:21,3722110
Ponzi Scheme,9/6/11 16:40,1/20/17 11:47,4374016
Securities Fraud,6/2/13 23:44,8/24/13 3:31,708366
Ponzi Scheme,7/18/14 23:28,9/4/17 23:58,2101280
Insider Trading,8/7/09 17:08,10/22/11 15:24,9653045
Insider Trading,7/27/08 11:54,2/13/12 8:00,2644340
Embezzlement,11/29/10 7:40,7/20/11 1:26,9249732
Ponzi Scheme,6/7/11 6:51,11/6/11 22:51,792037
Securities Fraud,7/10/09 0:44,3/15/14 16:38,9579587
Embezzlement,4/26/11 6:21,4/26/11 22:11,9061060
Embezzlement,11/1/13 17:36,2/6/18 11:47,3595292
Insider Trading,12/16/10 12:16,10/28/14 10:12,1558492
Embezzlement,12/24/07 23:36,2/26/10 4:14,3939797
Securities Fraud,10/22/13 10:12,4/18/16 15:13,8421246
Insider Trading,5/14/14 15:09,2/28/15 6:12,2104361
Securities Fraud,8/25/13 9:53,8/16/17 18:09,1863636
Ponzi Scheme,4/3/11 11:16,9/27/15 9:23,351327
Ponzi Scheme,5/21/09 3:24,11/2/13 8:09,1268355
Securities Fraud,12/1/11 3:28,12/17/15 1:15,6983698
Insider Trading,2/16/13 14:04,12/26/14 1:45,8992197
Securities Fraud,4/6/10 22:18,7/9/15 9:53,5673053
Insider Trading,12/14/10 0:03,10/11/13 14:28,8388782
Securities Fraud,1/10/12 8:52,2/6/13 12:53,2704094
Embezzlement,3/17/09 3:05,8/15/13 1:10,9787173
Ponzi Scheme,10/16/09 6:35,7/3/12 1:37,1463375
Securities Fraud,10/27/07 8:46,12/21/12 10:32,2800735
Insider Trading,1/21/10 14:47,6/24/10 10:00,9499458
Insider Trading,10/20/08 0:44,6/27/13 23:26,1670629
Insider Trading,11/4/11 17:45,12/17/14 14:17,295034
Embezzlement,6/17/09 4:59,4/27/12 13:00,6996023
Securities Fraud,1/6/12 19:39,6/7/12 11:57,6032446
Embezzlement,7/12/10 6:19,12/10/12 22:55,5132705
Ponzi Scheme,1/30/12 15:31,9/11/13 18:55,5718607
Insider Trading,2/14/10 19:44,12/20/13 15:35,1801611
Embezzlement,9/6/10 4:23,5/22/11 11:56,458199
Insider Trading,11/27/12 10:24,9/3/13 20:45,19930
Securities Fraud,4/2/07 4:24,10/1/10 1:03,9884217
Embezzlement,5/30/11 2:04,11/10/12 1:39,8747773
Ponzi Scheme,3/1/08 4:59,11/10/08 7:13,9627801
Insider Trading,6/9/08 8:48,5/15/12 10:25,9278977
Embezzlement,12/12/09 2:17,3/15/14 3:31,834647
Embezzlement,11/24/10 21:53,9/16/14 16:56,6003499
Securities Fraud,2/23/11 18:12,10/4/14 12:17,1876861
Ponzi Scheme,9/29/07 5:40,10/27/10 3:29,7885432
Embezzlement,9/23/09 6:58,6/28/13 11:26,6725482
Insider Trading,2/21/10 4:27,6/25/11 4:21,4856216
Ponzi Scheme,2/15/07 19:27,3/4/09 21:34,6616847
Securities Fraud,11/27/12 13:15,6/18/17 11:49,4601335
Securities Fraud,4/13/14 3:04,8/18/19 9:53,5444142
Ponzi Scheme,12/27/10 3:40,11/14/12 3:58,9318821
Securities Fraud,11/3/12 3:01,9/25/13 17:46,6106477
Embezzlement,2/16/07 11:09,1/19/11 20:06,5958454
Securities Fraud,5/25/09 20:59,6/21/09 7:55,8974248
Embezzlement,9/9/14 20:52,4/12/15 12:40,8181360
Ponzi Scheme,11/12/12 4:51,1/25/13 6:43,552116
Embezzlement,10/27/07 13:29,1/1/10 20:49,6545339
Embezzlement,1/17/14 2:04,6/6/14 8:53,1922714
Embezzlement,7/18/11 6:56,9/20/12 15:54,5074760
Embezzlement,6/23/08 8:45,2/9/11 7:52,557291
Embezzlement,7/8/08 7:17,5/2/12 10:37,5491616
Securities Fraud,3/11/12 2:33,2/28/14 16:49,4825155
Insider Trading,4/12/13 23:53,12/15/17 23:16,6729793
Embezzlement,12/16/06 18:47,9/1/07 4:27,5141961
Embezzlement,11/26/12 11:16,5/16/15 23:56,452203
Securities Fraud,4/17/08 6:25,10/31/09 11:06,3698325
Ponzi Scheme,10/1/11 7:18,8/27/14 3:32,1870844
Ponzi Scheme,9/22/11 16:35,4/22/13 15:09,1477684
Securities Fraud,6/16/09 7:41,4/23/10 23:15,8507392
Insider Trading,2/28/12 3:47,12/4/15 7:00,4515406
Ponzi Scheme,5/13/13 8:41,3/26/17 5:37,9929534
Ponzi Scheme,12/17/08 3:06,12/9/12 11:10,1890849
Securities Fraud,8/14/07 1:02,9/25/09 3:57,8210294
Securities Fraud,6/17/11 12:06,7/7/11 9:17,8025748
Embezzlement,3/26/12 20:09,1/13/15 21:12,5300889
Insider Trading,9/14/10 3:21,6/9/13 23:26,7774773
Securities Fraud,9/9/12 17:38,3/7/15 6:58,4309615
Ponzi Scheme,1/24/14 5:06,3/30/17 9:12,67984
Embezzlement,1/30/11 15:08,3/6/16 15:15,1716637
Ponzi Scheme,5/6/10 8:34,4/12/13 0:13,4622245
Securities Fraud,11/26/07 16:32,7/15/08 11:14,2788053
Embezzlement,6/28/11 23:56,3/16/14 18:37,7942801
Embezzlement,1/14/10 2:41,5/5/12 23:09,9200902
Embezzlement,5/3/07 7:04,7/28/10 12:13,8537015
Insider Trading,2/6/13 5:08,10/17/13 5:09,9558571
Securities Fraud,8/8/11 15:44,6/30/12 16:13,9106352
Ponzi Scheme,1/11/07 1:04,3/30/09 13:03,7575924
Insider Trading,8/21/09 6:22,6/3/13 9:59,400296
Ponzi Scheme,6/26/09 1:59,2/9/13 20:13,5111494
Ponzi Scheme,10/15/08 7:32,12/6/12 6:25,9184280
Securities Fraud,11/21/08 13:26,7/15/11 22:55,3100543
Ponzi Scheme,3/27/09 3:02,12/9/13 2:37,5378969
Securities Fraud,2/3/09 7:42,3/26/12 2:30,6618636
Securities Fraud,11/29/11 7:16,1/16/16 16:15,8600940
Insider Trading,7/10/08 19:46,1/13/09 0:59,5421535
Ponzi Scheme,5/8/11 20:27,2/22/16 17:06,6458821
Ponzi Scheme,3/7/10 23:14,2/23/14 15:44,7310280
Embezzlement,5/17/09 11:19,6/15/12 22:43,387019
Ponzi Scheme,7/27/11 20:06,5/30/12 18:13,8373459
Embezzlement,7/10/10 22:54,12/5/14 11:39,1869287
Securities Fraud,11/8/11 2:31,5/5/13 10:05,627035
Embezzlement,6/24/11 7:21,10/27/13 10:35,8994562
Insider Trading,1/20/12 15:28,2/10/13 9:44,6757385
Insider Trading,4/22/08 0:16,2/1/13 1:48,3391671
Embezzlement,6/29/11 17:32,11/5/11 1:09,7394472
